id,path,functional,transactional,path_length,avg_degree,arch_diff,diagram,use_case,model
769,describe incident (category security etc)->Enter License Plate# Screen->Capture Image,FUNC_NA,TRAN_NA,3,1.3333333333333333,4,Post Bad Driver Report to Insurance DB,Post Bad Driver Report to Insurance DB,s16_bad_driver
770,Report Poster->Bad driver reporting screen->Record hazardous videos and Call 911->Display emergency alert web form,FUNC_NA,TRAN_NA,4,1.25,5,Send Drunk Driver Alert,Send Drunk Driver Alert,s16_bad_driver
771,Report Poster->Enter License Plate# Screen->Record hazardous videos and Call 911->Display emergency alert web form,FUNC_NA,TRAN_NA,4,1.75,7,Send Drunk Driver Alert,Send Drunk Driver Alert,s16_bad_driver
772,Report Poster->Enter License Plate# Screen->Cancel report->Email client,EQ,CTRL|INT,4,1.25,5,Send Drunk Driver Alert,Send Drunk Driver Alert,s16_bad_driver
773,Report Poster->Enter License Plate# Screen->Describe vehicle details->emergency alert->get time date location from video metadata->Video,FUNC_NA,TRAN_NA,6,2.1666666666666665,13,Send Drunk Driver Alert,Send Drunk Driver Alert,s16_bad_driver
774,Report Poster->Enter License Plate# Screen->Describe vehicle details->emergency alert->get time date location from video metadata->Video,FUNC_NA,TRAN_NA,6,2.1666666666666665,13,Send Drunk Driver Alert,Send Drunk Driver Alert,s16_bad_driver
775,Report Poster->Enter License Plate# Screen->Enter name and phone number->emergency alert->get time date location from video metadata->Video,FUNC_NA,TRAN_NA,6,2.1666666666666665,13,Send Drunk Driver Alert,Send Drunk Driver Alert,s16_bad_driver
776,Report Poster->Enter License Plate# Screen->Describe incident->emergency alert->get time date location from video metadata->Video,FUNC_NA,TRAN_NA,6,2.1666666666666665,13,Send Drunk Driver Alert,Send Drunk Driver Alert,s16_bad_driver
777,Upload the video->Enter License Plate# Screen->Record hazardous videos and Call 911->Display emergency alert web form,FUNC_NA,TRAN_NA,4,1.75,7,Send Drunk Driver Alert,Send Drunk Driver Alert,s16_bad_driver
778,Upload the video->Enter License Plate# Screen->Cancel report->Email client,FUNC_NA,TRAN_NA,4,1.25,5,Send Drunk Driver Alert,Send Drunk Driver Alert,s16_bad_driver
779,Upload the video->Enter License Plate# Screen->Describe vehicle details->emergency alert->get time date location from video metadata->Video,FUNC_NA,TRAN_NA,6,2.1666666666666665,13,Send Drunk Driver Alert,Send Drunk Driver Alert,s16_bad_driver
780,Upload the video->Enter License Plate# Screen->Describe vehicle details->emergency alert->get time date location from video metadata->Video,FUNC_NA,TRAN_NA,6,2.1666666666666665,13,Send Drunk Driver Alert,Send Drunk Driver Alert,s16_bad_driver
781,Upload the video->Enter License Plate# Screen->Enter name and phone number->emergency alert->get time date location from video metadata->Video,FUNC_NA,TRAN_NA,6,2.1666666666666665,13,Send Drunk Driver Alert,Send Drunk Driver Alert,s16_bad_driver
782,Upload the video->Enter License Plate# Screen->Describe incident->emergency alert->get time date location from video metadata->Video,FUNC_NA,TRAN_NA,6,2.1666666666666665,13,Send Drunk Driver Alert,Send Drunk Driver Alert,s16_bad_driver
783,fill video metadata in non-editable fields->get time date location from video metadata->Video,FUNC_NA,TRAN_NA,3,1.6666666666666667,5,Send Drunk Driver Alert,Send Drunk Driver Alert,s16_bad_driver
784,fill video metadata in non-editable fields->Enter License Plate# Screen->Record hazardous videos and Call 911->Display emergency alert web form,FUNC_NA,TRAN_NA,4,1.75,7,Send Drunk Driver Alert,Send Drunk Driver Alert,s16_bad_driver
785,fill video metadata in non-editable fields->Enter License Plate# Screen->Cancel report->Email client,FUNC_NA,TRAN_NA,4,1.25,5,Send Drunk Driver Alert,Send Drunk Driver Alert,s16_bad_driver
786,fill video metadata in non-editable fields->Enter License Plate# Screen->Describe vehicle details->emergency alert->get time date location from video metadata->Video,FUNC_NA,TRAN_NA,6,2.1666666666666665,13,Send Drunk Driver Alert,Send Drunk Driver Alert,s16_bad_driver
787,fill video metadata in non-editable fields->Enter License Plate# Screen->Describe vehicle details->emergency alert->get time date location from video metadata->Video,FUNC_NA,TRAN_NA,6,2.1666666666666665,13,Send Drunk Driver Alert,Send Drunk Driver Alert,s16_bad_driver
788,fill video metadata in non-editable fields->Enter License Plate# Screen->Enter name and phone number->emergency alert->get time date location from video metadata->Video,FUNC_NA,TRAN_NA,6,2.1666666666666665,13,Send Drunk Driver Alert,Send Drunk Driver Alert,s16_bad_driver
789,fill video metadata in non-editable fields->Enter License Plate# Screen->Describe incident->emergency alert->get time date location from video metadata->Video,FUNC_NA,TRAN_NA,6,2.1666666666666665,13,Send Drunk Driver Alert,Send Drunk Driver Alert,s16_bad_driver
790,App user->Mobile app->send request with video file->receive file at node.js->Video,EI,CTRL|DM|EI,5,1,5,Upload video clip to bad driver recording DB,Upload video clip to bad driver recording DB,s16_bad_driver
791,receive response->receive file at node.js->Video,FUNC_NA,TRAN_NA,3,1,3,Upload video clip to bad driver recording DB,Upload video clip to bad driver recording DB,s16_bad_driver
792,Review/Agent->Invalid user popup->Invalid user alert->Query for valid users->Account collection,EI,CTRL|DM|EI,5,1.2,6,Reviewer/Agent Login,Reviewer/Agent Login,s16_bad_driver
793,Review/Agent->Invalid user popup->check blank fields->Validate user->Query for valid users->Account collection,EI,CTRL|DM|EI,6,1.5,9,Reviewer/Agent Login,Reviewer/Agent Login,s16_bad_driver
794,Review/Agent->Login screen->check blank fields->Validate user->Query for valid users->Account collection,EI,CTRL|DM|EI,6,1.5,9,Reviewer/Agent Login,Reviewer/Agent Login,s16_bad_driver
795,Review/Agent->unauthoried access popup->privileges alert->Query for valid users->Account collection,EI,CTRL|DM|EI,5,1.2,6,Reviewer/Agent Login,Reviewer/Agent Login,s16_bad_driver
796,Review/Agent->Blank fields popup->check blank fields->Validate user->Query for valid users->Account collection,EI,CTRL|DM|EI,6,1.5,9,Reviewer/Agent Login,Reviewer/Agent Login,s16_bad_driver
797,Independent Reviewer->Duplicate popup->Display alert->Query for potential duplicates->Bad driver database,EI,CTRL|DM|EI,5,1.4,7,Independent Review of Bad Driver Report,Independent Review of Bad Driver Report,s16_bad_driver
798,Independent Reviewer->Login screen->Get next report->Bad driver report->Get next report->Review Queue->Generate review queue->Bad driver database,FUNC_NA,TRAN_NA,8,1,8,Independent Review of Bad Driver Report,Independent Review of Bad Driver Report,s16_bad_driver
799,Independent Reviewer->Login screen->Get next report->Query for potential duplicates->Bad driver database,EI,CTRL|DM|EI,5,1.2,6,Independent Review of Bad Driver Report,Independent Review of Bad Driver Report,s16_bad_driver
800,Report Poster->Capture frame from video and extract LP#->Display video with media controls->video,EI,CTRL|DM|EI,4,1.5,6,Capture Frame from Video and get  LP number,Capture Frame from Video and get  LP number,s16_bad_driver
801,Report Poster->Capture frame from video and extract LP#->Zoom and crop functionality->Display cropped image,FUNC_NA,TRAN_NA,4,1.25,5,Capture Frame from Video and get  LP number,Capture Frame from Video and get  LP number,s16_bad_driver
802,Report Poster->Capture frame from video and extract LP#->Displlay captured frame,FUNC_NA,TRAN_NA,3,1.3333333333333333,4,Capture Frame from Video and get  LP number,Capture Frame from Video and get  LP number,s16_bad_driver
803,confirm LP#->Capture frame from video and extract LP#->Display video with media controls->video,FUNC_NA,TRAN_NA,4,1.5,6,Capture Frame from Video and get  LP number,Capture Frame from Video and get  LP number,s16_bad_driver
804,confirm LP#->Capture frame from video and extract LP#->Zoom and crop functionality->Display cropped image,FUNC_NA,TRAN_NA,4,1.25,5,Capture Frame from Video and get  LP number,Capture Frame from Video and get  LP number,s16_bad_driver
805,confirm LP#->Capture frame from video and extract LP#->Displlay captured frame,FUNC_NA,TRAN_NA,3,1.3333333333333333,4,Capture Frame from Video and get  LP number,Capture Frame from Video and get  LP number,s16_bad_driver
806,confirm LP#->Finish->Capture frame from video and extract LP#,FUNC_NA,TRAN_NA,3,1.3333333333333333,4,Capture Frame from Video and get  LP number,Capture Frame from Video and get  LP number,s16_bad_driver
807,Driver->View Review Screen->Display Thumbnails->Retrieve recorded videos->Circular Buffer,EI,CTRL|DM|EI,5,1,5,View video clips,View video clips,s16_bad_driver
808,App user->Signup Screen->check first time user->Video record screen,EQ,CTRL|INT,4,0.75,3,App user login,App user login,s16_bad_driver
809,App user->Signup Screen->check first time user->Query for first time users->Account collection,EI,CTRL|DM|EI,5,1.2,6,App user login,App user login,s16_bad_driver
810,App user->Registered user popup->Registered user alert->Query for first time users->Account collection,EI,CTRL|DM|EI,5,1.4,7,App user login,App user login,s16_bad_driver
811,Independent reviewer->Resolve duplicate screen->display 2 reports->Bad driver reports,EQ,CTRL|INT,4,0.75,3,Resolve Potential Duplicates,Resolve Potential Duplicates,s16_bad_driver
812,Independent reviewer->Resolve duplicate screen->display 2 reports->Get potential duplicate reports->Bad driver database,EI,CTRL|DM|EI,5,1,5,Resolve Potential Duplicates,Resolve Potential Duplicates,s16_bad_driver
813,Driver->Recording screen->Recording video clips->Receive report bad driver command->Fetch two most recent video clips->Circular Buffer,EI,CTRL|DM|EI,6,1,6,Recording video clips in a circular buffer,Recording video clips in a circular buffer,s16_bad_driver
814,User->Camera App->show picture and options to post nearby or to an event->Options to post,EQ,CTRL|INT,4,1.25,5,Post Picture,Post Picture,s16b_Picshare_AA
815,User->Camera App->Event and caption Input,FUNC_NA,TRAN_NA,3,1.3333333333333333,4,Post Picture,Post Picture,s16b_Picshare_AA
816,User->Camera App->opens up the gallery application->gallery application,EQ,CTRL|INT,4,1.25,5,Post Picture,Post Picture,s16b_Picshare_AA
817,User->gallery application->shows the picture and text box for caption->Event and caption Input,EQ,CTRL|INT,4,1.25,5,Post Picture,Post Picture,s16b_Picshare_AA
818,User->Camera Icon->Launch Camera Application->Camera App,EQ,CTRL|INT,4,1,4,Post Picture,Post Picture,s16b_Picshare_AA
819,User->Options to post->retrive user's location and posts the picture at location->Picture,EI,CTRL|DM|EI,4,1,4,Post Picture,Post Picture,s16b_Picshare_AA
820,User->Delete Button->Shows confirm prompt->Confirm Box,EQ,CTRL|INT,4,1.25,5,Delete Picture,Delete Picture,s16b_Picshare_AA
821,User->Confirm Box->close the prompt and delete the picture->Picture,EI,CTRL|DM|EI,4,1.25,5,Delete Picture,Delete Picture,s16b_Picshare_AA
822,User->Picture Gallery->retrieve picture details->Picture,EI,CTRL|DM|EI,4,0.75,3,View Specific Picture,View Specific Picture,s16b_Picshare_AA
823,User->Heart Icon on a picture->Store the like information->Like Information,EI,CTRL|DM|EI,4,0.75,3,Like Picture,Like Picture,s16b_Picshare_AA
824,User->Heart Icon on a picture->Store the like information->The total number of likes,EQ,CTRL|INT,4,1,4,Like Picture,Like Picture,s16b_Picshare_AA
825,User->The heart icon on picture->remove the user liking information->Like Information,EI,CTRL|DM|EI,4,0.75,3,Unlike Picture,Unlike Picture,s16b_Picshare_AA
826,User->The heart icon on picture->remove the user liking information->Total Number of Likes,EQ,CTRL|INT,4,1,4,Unlike Picture,Unlike Picture,s16b_Picshare_AA
827,User->report confirm dialog->store report information->report information,EI,CTRL|DM|EI,4,1,4,Report Picture - Submit,Report Picture - Submit,s16b_Picshare_AA
828,User->Report icon on the picture->prompot confirm->report confirm dialog,EQ,CTRL|INT,4,1.25,5,Report Picture - Submit,Report Picture - Submit,s16b_Picshare_AA
829,User->Download button->download to phone->Local Storage,EI,CTRL|DM|EI,4,1,4,Save Picture to Device,Save Picture to Device,s16b_Picshare_AA
830,User->Hashtag input box->Search->picture->shows the search result->Search Result,FUNC_NA,CTRL|DM|EQ|INT,6,1.1666666666666667,7,Browse Event Pictures,Browse Event Pictures,s16b_Picshare_AA
831,User->Search Result->shows the  pictures clicked->Picture Display,EQ,CTRL|INT,4,1.25,5,Browse Event Pictures,Browse Event Pictures,s16b_Picshare_AA
832,User->Hashtag icon->Show hashtag text input->Hashtag input box,EQ,CTRL|INT,4,1,4,Browse Event Pictures,Browse Event Pictures,s16b_Picshare_AA
833,User->Filter Icon->Display sorting options->Sorting options,EQ,CTRL|INT,4,1,4,Sort Pictures,Sort Pictures,s16b_Picshare_AA
834,User->Sorting options->sort the picture->Sorted List of Pictures,EQ,CTRL|INT,4,1.25,5,Sort Pictures,Sort Pictures,s16b_Picshare_AA
835,User->Private Event Name and Password Input->Check the presence of the event->Warning information of duplicate,EQ,CTRL|INT,4,1.25,5,Create Private Event,Create Private Event,s16b_Picshare_AA
836,User->Delete Event Button->Show warning of deletion->Confirm Box,EQ,CTRL|INT,4,1.25,5,Delete Event,Delete Event,s16b_Picshare_AA
837,User->Confirm Box->Close warning and delete event->Delete Picture->Picture,EI,CTRL|DM|EI,5,1,5,Delete Event,Delete Event,s16b_Picshare_AA
838,User->Confirm Box->Close warning and delete event->Event,EI,CTRL|DM|EI,4,1,4,Delete Event,Delete Event,s16b_Picshare_AA
839,User->Search box of events->Search events by name->List of Events,EQ,CTRL|INT,4,1,4,Search Events,Search Events,s16b_Picshare_AA
840,User->Search box of events->Search events by name->Event,EI,CTRL|DM|EI,4,0.75,3,Search Events,Search Events,s16b_Picshare_AA
841,User->Public Event Name Field->Create the public event->Public Event,EI,CTRL|DM|EI,4,0.75,3,Create Public Events,Create Public Events,s16b_Picshare_AA
842,User->Public Event Name Field->Check presence of the event->Warning Information of Duplicate,EQ,CTRL|INT,4,1,4,Create Public Events,Create Public Events,s16b_Picshare_AA
843,User->Query Users List Button->query user list->user list filter box,EQ,CTRL|INT,4,1,4,Browse Users,Browse Users,s16b_Picshare_AA
844,User->Query Users List Button->query user list->User,EI,CTRL|DM|EI,4,0.75,3,Browse Users,Browse Users,s16b_Picshare_AA
845,User->user list filter box->Filter users->Filtered List of Users,EQ,CTRL|INT,4,1.25,5,Browse Users,Browse Users,s16b_Picshare_AA
846,User->Click user suspend button->Prompt confirm dialog->Confirm Dialog,EQ,CTRL|INT,4,1,4,Suspend User - Confirm,Suspend User - Confirm,s16b_Picshare_AA
847,User->Confirm Dialog->Suspend User->User List,EQ,CTRL|INT,4,1.25,5,Suspend User - Confirm,Suspend User - Confirm,s16b_Picshare_AA
848,User->Confirm Dialog->Suspend User->User,EI,CTRL|DM|EI,4,1,4,Suspend User - Confirm,Suspend User - Confirm,s16b_Picshare_AA
849,Admin->Event Update Button->retrieve events->Event List,EQ,CTRL|INT,4,1,4,Update Event,Update Event,s16b_Picshare_AA
850,Admin->Event Update Button->retrieve events->Event,EI,CTRL|DM|EI,4,1,4,Update Event,Update Event,s16b_Picshare_AA
851,Admin->Event List->Prompt Event Update Dialog->Event Information Update Page,EQ,CTRL|INT,4,1.5,6,Update Event,Update Event,s16b_Picshare_AA
